checkpoint_fold	expert_id	mode	model	Error_Spearman	Error_Pearson	Risk_MAE	Risk_RMSE	bad20_AUROC	bad20_AUPRC	bad20_Brier	bad20_ECE	bad10_AUROC	fixed_bad_AUROC	fixed_bad_AUPRC	confident_wrong_AUROC	confident_wrong_AUPRC	confident_wrong_recall_at_precision_0p8
0	uniform_kd_seed1111	LAV	R0_global	0	0	0.3731612183	0.5043577219	0.5	0.1954248366	0.157254902	0.004575163399	0.5	0.5	0.1614379085	NA	NA	NA
0	uniform_kd_seed1111	LAV	R0_mode	0	0	0.3730548259	0.5043588026	0.5	0.1954248366	0.157254902	0.004575163399	0.5	0.5	0.1614379085	NA	NA	NA
0	uniform_kd_seed1111	LAV	R1	0.1722455247	0.1311766473	0.3605020794	0.5394904033	0.6374647145	0.2948892081	0.1514838113	0.01463099352	0.6517806824	0.6296430115	0.2489782722	0.8262695297227132	0.08644213734191757	0.0
0	uniform_kd_seed1111	LAV	R2	0.2230772443	0.2281592362	0.3564700153	0.5316854651	0.6574908509	0.3177114231	0.1493994392	0.01842830372	0.6840074565	0.6496476818	0.263706274	0.8881781642451635	0.1438365165659895	0.0
0	uniform_kd_seed1111	LAV	N3_output_only	0.1722455247	0.1311766473	0.3605020794	0.5394904033	0.6374647145	0.2948892081	0.1514838113	0.01463099352	0.6517806824	0.6296430115	0.2489782722	0.8262695297227132	0.08644213734191757	0.0
0	uniform_kd_seed1111	LAV	N2_length_mask_only	0.009960854179	0.04668457554	0.3672730707	0.5497641765	0.5092930945	0.2065705735	0.2475028881	0.2987005121	0.5232854294	0.508734589	0.1759620359	0.5286514130213791	0.02820480599272672	0.0
0	uniform_kd_seed1111	LAV	N5_label_bin_prior	0.1588965255	0.1197264875	0.360873344	0.540603852	0.5897399672	0.2297789313	0.2484666625	0.3044749188	0.6177060303	0.5900864939	0.1915448506	0.7212430209099013	0.05529283801452475	0.0
0	uniform_kd_seed1111	LAV	N1_matched_gaussian	0.01631637431	0.01795801757	0.3708059456	0.5513011529	0.5070598176	0.2176110108	0.2552667906	0.2902774435	0.5284497334	0.522349251	0.1882106373	0.45826621416618446	0.025628697163375864	0.0
0	uniform_kd_seed1111	LAV	N0_shuffle_seed23071	0.02124578266	0.01403375885	0.3690017991	0.5492584356	0.5125343346	0.2090568747	0.2544097475	0.2920774184	0.4813911649	0.4990391321	0.169117174	0.5086564176350072	0.027051648125936016	0.0
0	uniform_kd_seed1111	LAV	N0_shuffle_seed23072	-0.03794780569	-0.05274783369	0.3735423927	0.5573264309	0.4800512947	0.2002230672	0.2643576294	0.3131822062	0.5012734643	0.4746119451	0.160423246	0.4876214009790275	0.02660449093147038	0.0
0	uniform_kd_seed1111	LAV	N0_shuffle_seed23073	-0.01807933702	-0.03284826886	0.3728377303	0.5583841064	0.5257573987	0.2317082002	0.2463957537	0.2855006542	0.5671684658	0.5368427364	0.201184329	0.4886379631222533	0.025890160172161898	0.0
0	uniform_kd_seed1111	LA	R0_global	0	0	0.3738061553	0.5055248179	0.5	0.1941176471	0.1564705882	0.005882352941	0.5	0.5	0.1633986928	NA	NA	NA
0	uniform_kd_seed1111	LA	R0_mode	0	0	0.3738969752	0.5055221969	0.5	0.1941176471	0.1564705882	0.005882352941	0.5	0.5	0.1633986928	NA	NA	NA
0	uniform_kd_seed1111	LA	R1	0.1892709227	0.1464624826	0.3603460341	0.5396882099	0.6227194901	0.2747946703	0.1521457239	0.01404290823	0.666023759	0.62808125	0.2439463958	0.8267966475961057	0.15739487357015713	0.037037037037037035
0	uniform_kd_seed1111	LA	R2	0.1925608336	0.1405808333	0.3641307591	0.5502294067	0.6289974631	0.2997328846	0.1507370429	0.0139372207	0.6659092329	0.6375828125	0.2648247608	0.8985245408009637	0.2002254209210345	0.0
0	uniform_kd_seed1111	LA	N3_output_only	0.1892709227	0.1464624826	0.3603460341	0.5396882099	0.6227194901	0.2747946703	0.1521457239	0.01404290823	0.666023759	0.62808125	0.2439463958	0.8267966475961057	0.15739487357015713	0.037037037037037035
0	uniform_kd_seed1111	LA	N2_length_mask_only	0.01066612475	0.04542126373	0.3683560301	0.5510403432	0.5050559665	0.2031288707	0.247828057	0.3006087539	0.5225173871	0.5073078125	0.1787262132	0.5467667871123156	0.040990152955180964	0.0
0	uniform_kd_seed1111	LA	N5_label_bin_prior	0.162643576	0.1247481584	0.3618965317	0.541628753	0.5965112056	0.2326666834	0.2479086179	0.3052783231	0.6213247543	0.5937125	0.1945137121	0.7180819030412526	0.0888823768579236	0.0
0	uniform_kd_seed1111	LA	N1_matched_gaussian	0.02074734167	0.02703445722	0.3713751419	0.550797946	0.4933711268	0.1863286092	0.2521779098	0.2926589205	0.4779589372	0.488209375	0.1533085273	0.42282695975107903	0.030350257818401238	0.0
0	uniform_kd_seed1111	LA	N0_shuffle_seed23071	0.003150891024	-0.01436673241	0.3720349367	0.5520324189	0.4893951682	0.1922590019	0.2586895858	0.2981784432	0.4335124105	0.494728125	0.1626042844	0.5162601626016261	0.03472801485111692	0.0
0	uniform_kd_seed1111	LA	N0_shuffle_seed23072	-0.009150158157	-0.02542373955	0.3723590035	0.5543257555	0.4656923384	0.1834797774	0.2658376973	0.3042200367	0.4923892221	0.452740625	0.1488774942	0.4939526247114323	0.033628690635769995	0.0
0	uniform_kd_seed1111	LA	N0_shuffle_seed23073	-0.02242039088	-0.03367857401	0.3733520356	0.5554364296	0.4989036076	0.2079912801	0.2534399006	0.3004009633	0.5115671331	0.500659375	0.1797395144	0.46528405098865794	0.030703337063610975	0.0
0	uniform_kd_seed1111	LV	R0_global	0	0	0.3740048524	0.5047462011	0.5	0.1954248366	0.157254902	0.004575163399	0.5	0.5	0.160130719	NA	NA	NA
0	uniform_kd_seed1111	LV	R0_mode	0	0	0.3739129057	0.5047467358	0.5	0.1954248366	0.157254902	0.004575163399	0.5	0.5	0.160130719	NA	NA	NA
0	uniform_kd_seed1111	LV	R1	0.2271804307	0.178388017	0.3577325571	0.5363631661	0.6234945078	0.2756989968	0.152750741	0.01004848739	0.6499436424	0.6229206702	0.2355210537	0.8221583261960113	0.07998161515618629	0.0
0	uniform_kd_seed1111	LV	R2	0.2264768465	0.2227103295	0.3561765135	0.5312377121	0.648541442	0.3296413118	0.1494753578	0.010682527	0.6864947761	0.644049869	0.2688304	0.891120151719075	0.15662038490539112	0.0
0	uniform_kd_seed1111	LV	N3_output_only	0.2271804307	0.178388017	0.3577325571	0.5363631661	0.6234945078	0.2756989968	0.152750741	0.01004848739	0.6499436424	0.6229206702	0.2355210537	0.8221583261960113	0.07998161515618629	0.0
0	uniform_kd_seed1111	LV	N2_length_mask_only	0.0113717372	0.04817744935	0.3677906667	0.5499965784	0.5080134431	0.2082988969	0.247501195	0.2986698986	0.5283467724	0.5010767887	0.1710068487	0.5667365104612749	0.035296816841924566	0.0
0	uniform_kd_seed1111	LV	N5_label_bin_prior	0.1644473978	0.116480581	0.3611904051	0.5407280921	0.5918482676	0.2295578805	0.2485066752	0.3050056153	0.6170991026	0.5907186532	0.1898477749	0.7561788816835924	0.06902255388232967	0.0
