video_id	left_index	right_index	target_difference	absolute_gap	raw_video_balanced_weight	left_sample_id	right_sample_id	left_label	right_label
-3g5yACwYnA	4	3	1.0	1.0	0.25	-3g5yACwYnA$_$4	-3g5yACwYnA$_$2	1.0	0.0
-3g5yACwYnA	2	4	-1.0	1.0	0.25	-3g5yACwYnA$_$3	-3g5yACwYnA$_$4	0.0	1.0
-3g5yACwYnA	0	3	1.0	1.0	0.25	-3g5yACwYnA$_$10	-3g5yACwYnA$_$2	1.0	0.0
-3g5yACwYnA	2	0	-1.0	1.0	0.25	-3g5yACwYnA$_$3	-3g5yACwYnA$_$10	0.0	1.0
-3nNcZdcdvU	7	8	1.0	1.0	1.0	-3nNcZdcdvU$_$2	-3nNcZdcdvU$_$5	1.0	0.0
-HwX2H8Z4hY	15	14	2.6666667461395264	2.6666667461395264	0.045454545454545456	-HwX2H8Z4hY$_$7	-HwX2H8Z4hY$_$4	0.6666666865348816	-2.0
-HwX2H8Z4hY	14	10	-2.0	2.0	0.045454545454545456	-HwX2H8Z4hY$_$4	-HwX2H8Z4hY$_$0	-2.0	0.0
-HwX2H8Z4hY	17	14	1.6666666269302368	1.6666666269302368	0.045454545454545456	-HwX2H8Z4hY$_$9	-HwX2H8Z4hY$_$4	-0.3333333432674408	-2.0
-HwX2H8Z4hY	13	16	-1.0	1.0	0.045454545454545456	-HwX2H8Z4hY$_$5	-HwX2H8Z4hY$_$6	-1.0	0.0
-HwX2H8Z4hY	11	18	2.0	2.0	0.045454545454545456	-HwX2H8Z4hY$_$3	-HwX2H8Z4hY$_$8	0.3333333432674408	-1.6666666269302368
-HwX2H8Z4hY	18	16	-1.6666666269302368	1.6666666269302368	0.045454545454545456	-HwX2H8Z4hY$_$8	-HwX2H8Z4hY$_$6	-1.6666666269302368	0.0
-HwX2H8Z4hY	15	17	1.0	1.0	0.045454545454545456	-HwX2H8Z4hY$_$7	-HwX2H8Z4hY$_$9	0.6666666865348816	-0.3333333432674408
-HwX2H8Z4hY	14	16	-2.0	2.0	0.045454545454545456	-HwX2H8Z4hY$_$4	-HwX2H8Z4hY$_$6	-2.0	0.0
-HwX2H8Z4hY	10	18	1.6666666269302368	1.6666666269302368	0.045454545454545456	-HwX2H8Z4hY$_$0	-HwX2H8Z4hY$_$8	0.0	-1.6666666269302368
-HwX2H8Z4hY	9	15	-1.3333333730697632	1.3333333730697632	0.045454545454545456	-HwX2H8Z4hY$_$1	-HwX2H8Z4hY$_$7	-0.6666666865348816	0.6666666865348816
-HwX2H8Z4hY	15	18	2.3333332538604736	2.3333332538604736	0.045454545454545456	-HwX2H8Z4hY$_$7	-HwX2H8Z4hY$_$8	0.6666666865348816	-1.6666666269302368
-HwX2H8Z4hY	18	12	-1.6666666269302368	1.6666666269302368	0.045454545454545456	-HwX2H8Z4hY$_$8	-HwX2H8Z4hY$_$2	-1.6666666269302368	0.0
-HwX2H8Z4hY	13	14	1.0	1.0	0.045454545454545456	-HwX2H8Z4hY$_$5	-HwX2H8Z4hY$_$4	-1.0	-2.0
-HwX2H8Z4hY	14	12	-2.0	2.0	0.045454545454545456	-HwX2H8Z4hY$_$4	-HwX2H8Z4hY$_$2	-2.0	0.0
-HwX2H8Z4hY	15	13	1.6666667461395264	1.6666667461395264	0.045454545454545456	-HwX2H8Z4hY$_$7	-HwX2H8Z4hY$_$5	0.6666666865348816	-1.0
-HwX2H8Z4hY	13	10	-1.0	1.0	0.045454545454545456	-HwX2H8Z4hY$_$5	-HwX2H8Z4hY$_$0	-1.0	0.0
-HwX2H8Z4hY	11	14	2.3333332538604736	2.3333332538604736	0.045454545454545456	-HwX2H8Z4hY$_$3	-HwX2H8Z4hY$_$4	0.3333333432674408	-2.0
-HwX2H8Z4hY	14	9	-1.3333332538604736	1.3333332538604736	0.045454545454545456	-HwX2H8Z4hY$_$4	-HwX2H8Z4hY$_$1	-2.0	-0.6666666865348816
-HwX2H8Z4hY	11	9	1.0	1.0	0.045454545454545456	-HwX2H8Z4hY$_$3	-HwX2H8Z4hY$_$1	0.3333333432674408	-0.6666666865348816
-HwX2H8Z4hY	13	12	-1.0	1.0	0.045454545454545456	-HwX2H8Z4hY$_$5	-HwX2H8Z4hY$_$2	-1.0	0.0
-HwX2H8Z4hY	17	18	1.3333332538604736	1.3333332538604736	0.045454545454545456	-HwX2H8Z4hY$_$9	-HwX2H8Z4hY$_$8	-0.3333333432674408	-1.6666666269302368
-HwX2H8Z4hY	13	11	-1.3333333730697632	1.3333333730697632	0.045454545454545456	-HwX2H8Z4hY$_$5	-HwX2H8Z4hY$_$3	-1.0	0.3333333432674408
-THoVjtIkeU	29	24	3.0	3.0	0.07692307692307693	-THoVjtIkeU$_$6	-THoVjtIkeU$_$10	2.6666667461395264	-0.3333333432674408
-THoVjtIkeU	24	23	-2.6666665077209473	2.6666665077209473	0.07692307692307693	-THoVjtIkeU$_$10	-THoVjtIkeU$_$11	-0.3333333432674408	2.3333332538604736
-THoVjtIkeU	27	24	2.0	2.0	0.07692307692307693	-THoVjtIkeU$_$0	-THoVjtIkeU$_$10	1.6666666269302368	-0.3333333432674408
-THoVjtIkeU	30	29	-1.6666667461395264	1.6666667461395264	0.07692307692307693	-THoVjtIkeU$_$8	-THoVjtIkeU$_$6	1.0	2.6666667461395264
-THoVjtIkeU	29	27	1.0000001192092896	1.0000001192092896	0.07692307692307693	-THoVjtIkeU$_$6	-THoVjtIkeU$_$0	2.6666667461395264	1.6666666269302368
-THoVjtIkeU	24	26	-2.0	2.0	0.07692307692307693	-THoVjtIkeU$_$10	-THoVjtIkeU$_$1	-0.3333333432674408	1.6666666269302368
-THoVjtIkeU	28	24	1.6666667461395264	1.6666667461395264	0.07692307692307693	-THoVjtIkeU$_$2	-THoVjtIkeU$_$10	1.3333333730697632	-0.3333333432674408
-THoVjtIkeU	30	25	-1.0	1.0	0.07692307692307693	-THoVjtIkeU$_$8	-THoVjtIkeU$_$12	1.0	2.0
-THoVjtIkeU	25	24	2.3333332538604736	2.3333332538604736	0.07692307692307693	-THoVjtIkeU$_$12	-THoVjtIkeU$_$10	2.0	-0.3333333432674408
-THoVjtIkeU	30	23	-1.3333332538604736	1.3333332538604736	0.07692307692307693	-THoVjtIkeU$_$8	-THoVjtIkeU$_$11	1.0	2.3333332538604736
-THoVjtIkeU	29	28	1.3333333730697632	1.3333333730697632	0.07692307692307693	-THoVjtIkeU$_$6	-THoVjtIkeU$_$2	2.6666667461395264	1.3333333730697632
-THoVjtIkeU	24	30	-1.3333333730697632	1.3333333730697632	0.07692307692307693	-THoVjtIkeU$_$10	-THoVjtIkeU$_$8	-0.3333333432674408	1.0
-THoVjtIkeU	29	26	1.0000001192092896	1.0000001192092896	0.07692307692307693	-THoVjtIkeU$_$6	-THoVjtIkeU$_$1	2.6666667461395264	1.6666666269302368
-UuX1xuaiiE	32	37	4.0	4.0	0.03571428571428571	-UuX1xuaiiE$_$0	-UuX1xuaiiE$_$7	2.6666667461395264	-1.3333333730697632
-UuX1xuaiiE	37	31	-3.0	3.0	0.03571428571428571	-UuX1xuaiiE$_$7	-UuX1xuaiiE$_$1	-1.3333333730697632	1.6666666269302368
-UuX1xuaiiE	36	38	2.3333332538604736	2.3333332538604736	0.03571428571428571	-UuX1xuaiiE$_$4	-UuX1xuaiiE$_$6	2.0	-0.3333333432674408
-UuX1xuaiiE	35	32	-1.6666667461395264	1.6666667461395264	0.03571428571428571	-UuX1xuaiiE$_$5	-UuX1xuaiiE$_$0	1.0	2.6666667461395264
-UuX1xuaiiE	32	34	1.0000001192092896	1.0000001192092896	0.03571428571428571	-UuX1xuaiiE$_$0	-UuX1xuaiiE$_$2	2.6666667461395264	1.6666666269302368
-UuX1xuaiiE	37	40	-3.0	3.0	0.03571428571428571	-UuX1xuaiiE$_$7	-UuX1xuaiiE$_$8	-1.3333333730697632	1.6666666269302368
-UuX1xuaiiE	32	39	2.0	2.0	0.03571428571428571	-UuX1xuaiiE$_$0	-UuX1xuaiiE$_$9	2.6666667461395264	0.6666666865348816
-UuX1xuaiiE	33	36	-1.6666666269302368	1.6666666269302368	0.03571428571428571	-UuX1xuaiiE$_$3	-UuX1xuaiiE$_$4	0.3333333432674408	2.0
-UuX1xuaiiE	39	38	1.0	1.0	0.03571428571428571	-UuX1xuaiiE$_$9	-UuX1xuaiiE$_$6	0.6666666865348816	-0.3333333432674408
-UuX1xuaiiE	37	36	-3.3333334922790527	3.3333334922790527	0.03571428571428571	-UuX1xuaiiE$_$7	-UuX1xuaiiE$_$4	-1.3333333730697632	2.0
-UuX1xuaiiE	34	38	2.0	2.0	0.03571428571428571	-UuX1xuaiiE$_$2	-UuX1xuaiiE$_$6	1.6666666269302368	-0.3333333432674408
-UuX1xuaiiE	37	33	-1.6666667461395264	1.6666667461395264	0.03571428571428571	-UuX1xuaiiE$_$7	-UuX1xuaiiE$_$3	-1.3333333730697632	0.3333333432674408
