meta_row_id,sample_id,video_id,train_index,mode,label,expert_fold,role,equal_average,per_mode_constrained_fixed_stacking,strong_static,oracle_expert_index,oracle_expert_id,oracle_prediction,strong_static_absolute_error,oracle_absolute_error,oracle_gain
42cd3f24fc153d9bea423bf0a874f745b06e0a9fc78bc6d9a2e0514d41800895,-HwX2H8Z4hY$_$1,-HwX2H8Z4hY,9,L,-0.6666666865,1,outer_evaluation,-0.6731056452,-0.6649157707,-0.6649157707,1,moddrop_seed1111,-0.6236800551,0.001750915777,0.0429866314,-0.04123571562
c26a3112af102a36a981de130ff9c3b8c4a39a37f5fc8f1daa6dc639a7b39057,-HwX2H8Z4hY$_$1,-HwX2H8Z4hY,9,LA,-0.6666666865,1,outer_evaluation,-0.6757142544,-0.6711663071,-0.6711663071,1,moddrop_seed1111,-0.6294153929,0.004499620578,0.0372512936,-0.03275167302
213da60166e09de8b2beaf87741de329b990241cfeaae99ed09046e34fc7c0a6,-HwX2H8Z4hY$_$1,-HwX2H8Z4hY,9,LAV,-0.6666666865,1,outer_evaluation,-0.6922848582,-0.6873160258,-0.6873160258,1,moddrop_seed1111,-0.6349065304,0.02064933927,0.0317601561,-0.01111081683
87038922025130df0cb34c35eb3d1f821002f712503e71a7e0ab76b50edc4c68,-HwX2H8Z4hY$_$1,-HwX2H8Z4hY,9,LV,-0.6666666865,1,outer_evaluation,-0.6869438291,-0.6811467305,-0.6811467305,1,moddrop_seed1111,-0.6295461059,0.01448004399,0.0371205806,-0.02264053661
376482a138415f738ccd7c0f92122501f8cd1a8e40b878cd33edde6aa0b611ce,-HwX2H8Z4hY$_$0,-HwX2H8Z4hY,10,L,0,1,outer_evaluation,-0.03576558679,-0.03558482312,-0.03558482312,0,uniform_kd_seed1111,0.0758119747,0.03558482312,0.0758119747,-0.04022715158
ed55e0ddcc1ea177de309edd33e10022e08205a89495727ca96e5d7d5e35e55a,-HwX2H8Z4hY$_$0,-HwX2H8Z4hY,10,LA,0,1,outer_evaluation,-0.03144373448,-0.03261650244,-0.03261650244,0,uniform_kd_seed1111,0.07112801075,0.03261650244,0.07112801075,-0.03851150831
774fa3dec201dcf9090dace0e3d29fd03fc7850761732011795a8d92801cfcfe,-HwX2H8Z4hY$_$0,-HwX2H8Z4hY,10,LAV,0,1,outer_evaluation,-0.02271466404,-0.02032917202,-0.02032917202,1,moddrop_seed1111,-0.07396035641,0.02032917202,0.07396035641,-0.05363118439
29807197b22f828e27448b57e4ee572421b1955f41ed0e276fa2f2d49c8ae396,-HwX2H8Z4hY$_$0,-HwX2H8Z4hY,10,LV,0,1,outer_evaluation,-0.02325068266,-0.02104292836,-0.02104292836,3,cfcompat_seed1111,-0.07848843187,0.02104292836,0.07848843187,-0.05744550351
8deca72c4bb9c083ed834fc533b4dc92080e7e5e8fc67592b41754653fd4bdf9,-HwX2H8Z4hY$_$3,-HwX2H8Z4hY,11,L,0.3333333433,1,outer_evaluation,0.6903137565,0.6745885044,0.6745885044,1,moddrop_seed1111,0.5397352576,0.3412551611,0.2064019143,0.1348532468
d738c4e0710bd864b30ce86d788a84d064dbfd8fe4b44f8a9316c543d7abc410,-HwX2H8Z4hY$_$3,-HwX2H8Z4hY,11,LA,0.3333333433,1,outer_evaluation,0.7041659951,0.6840707657,0.6840707657,1,moddrop_seed1111,0.5411300063,0.3507374224,0.207796663,0.1429407594
