meta_row_id,sample_id,video_id,train_index,mode,label,expert_fold,role,equal_average,per_mode_constrained_fixed_stacking,strong_static,oracle_expert_index,oracle_expert_id,oracle_prediction,strong_static_absolute_error,oracle_absolute_error,oracle_gain
42cd3f24fc153d9bea423bf0a874f745b06e0a9fc78bc6d9a2e0514d41800895,-HwX2H8Z4hY$_$1,-HwX2H8Z4hY,9,L,-0.6666666865,1,inner_train,-0.6731056452,-0.6604439326,-0.6604439326,1,moddrop_seed1111,-0.6236800551,0.006222753895,0.0429866314,-0.0367638775
c26a3112af102a36a981de130ff9c3b8c4a39a37f5fc8f1daa6dc639a7b39057,-HwX2H8Z4hY$_$1,-HwX2H8Z4hY,9,LA,-0.6666666865,1,inner_train,-0.6757142544,-0.6626750793,-0.6626750793,1,moddrop_seed1111,-0.6294153929,0.003991607209,0.0372512936,-0.03325968639
213da60166e09de8b2beaf87741de329b990241cfeaae99ed09046e34fc7c0a6,-HwX2H8Z4hY$_$1,-HwX2H8Z4hY,9,LAV,-0.6666666865,1,inner_train,-0.6922848582,-0.6849148754,-0.6849148754,1,moddrop_seed1111,-0.6349065304,0.01824818891,0.0317601561,-0.01351196719
87038922025130df0cb34c35eb3d1f821002f712503e71a7e0ab76b50edc4c68,-HwX2H8Z4hY$_$1,-HwX2H8Z4hY,9,LV,-0.6666666865,1,inner_train,-0.6869438291,-0.6786542721,-0.6786542721,1,moddrop_seed1111,-0.6295461059,0.01198758564,0.0371205806,-0.02513299496
376482a138415f738ccd7c0f92122501f8cd1a8e40b878cd33edde6aa0b611ce,-HwX2H8Z4hY$_$0,-HwX2H8Z4hY,10,L,0,1,inner_train,-0.03576558679,-0.02752337091,-0.02752337091,0,uniform_kd_seed1111,0.0758119747,0.02752337091,0.0758119747,-0.04828860379
ed55e0ddcc1ea177de309edd33e10022e08205a89495727ca96e5d7d5e35e55a,-HwX2H8Z4hY$_$0,-HwX2H8Z4hY,10,LA,0,1,inner_train,-0.03144373448,-0.02992235744,-0.02992235744,0,uniform_kd_seed1111,0.07112801075,0.02992235744,0.07112801075,-0.04120565331
774fa3dec201dcf9090dace0e3d29fd03fc7850761732011795a8d92801cfcfe,-HwX2H8Z4hY$_$0,-HwX2H8Z4hY,10,LAV,0,1,inner_train,-0.02271466404,-0.02785249027,-0.02785249027,1,moddrop_seed1111,-0.07396035641,0.02785249027,0.07396035641,-0.04610786614
29807197b22f828e27448b57e4ee572421b1955f41ed0e276fa2f2d49c8ae396,-HwX2H8Z4hY$_$0,-HwX2H8Z4hY,10,LV,0,1,inner_train,-0.02325068266,-0.01996297338,-0.01996297338,3,cfcompat_seed1111,-0.07848843187,0.01996297338,0.07848843187,-0.05852545849
8deca72c4bb9c083ed834fc533b4dc92080e7e5e8fc67592b41754653fd4bdf9,-HwX2H8Z4hY$_$3,-HwX2H8Z4hY,11,L,0.3333333433,1,inner_train,0.6903137565,0.6856414032,0.6856414032,1,moddrop_seed1111,0.5397352576,0.3523080599,0.2064019143,0.1459061456
d738c4e0710bd864b30ce86d788a84d064dbfd8fe4b44f8a9316c543d7abc410,-HwX2H8Z4hY$_$3,-HwX2H8Z4hY,11,LA,0.3333333433,1,inner_train,0.7041659951,0.6907575622,0.6907575622,1,moddrop_seed1111,0.5411300063,0.3574242189,0.207796663,0.1496275559
d5d2687bc404f90c06d028f205f0dae2747a957c93f34366aaa73998c210450c,-HwX2H8Z4hY$_$3,-HwX2H8Z4hY,11,LAV,0.3333333433,1,inner_train,0.6975783348,0.6802999214,0.6802999214,1,moddrop_seed1111,0.5335099697,0.3469665781,0.2001766264,0.1467899517
36576f3c6cb6189f672b4f9112189f8c2c7401b50af8a929a15b3c70d45560f7,-HwX2H8Z4hY$_$3,-HwX2H8Z4hY,11,LV,0.3333333433,1,inner_train,0.6817590356,0.6771905254,0.6771905254,1,moddrop_seed1111,0.5287497044,0.3438571821,0.1954163611,0.148440821
1b4d81964e0e72de497d1487c04e92fb148be9ea3a43af1994e784ac4816f71b,-HwX2H8Z4hY$_$2,-HwX2H8Z4hY,12,L,0,1,inner_train,0.1412631918,0.1491244293,0.1491244293,4,cfcompat_seed1114,-0.02223599516,0.1491244293,0.02223599516,0.1268884341
937d7f04825526cd18e53bb1726dd10545b998724ae292d722a9944c33b418b6,-HwX2H8Z4hY$_$2,-HwX2H8Z4hY,12,LA,0,1,inner_train,0.1382268954,0.1411626349,0.1411626349,4,cfcompat_seed1114,3.614462912e-05,0.1411626349,3.614462912e-05,0.1411264902
fa8ff8b7715c279fdc800264eb2871defc5421667fac2b46a050afd313dd69cd,-HwX2H8Z4hY$_$2,-HwX2H8Z4hY,12,LAV,0,1,inner_train,0.1291065995,0.1245439115,0.1245439115,4,cfcompat_seed1114,-0.01269685291,0.1245439115,0.01269685291,0.1118470586
c658d8fbaa6983a81587fd0c10312d8fd8102edcaf289f668d132ad84d9ccc1b,-HwX2H8Z4hY$_$2,-HwX2H8Z4hY,12,LV,0,1,inner_train,0.1346731324,0.1359987439,0.1359987439,4,cfcompat_seed1114,-0.02720353566,0.1359987439,0.02720353566,0.1087952083
a66aa1f566f5268899dc81a9e6fcbc2ce5c967175f7c9cc3e32ccd548797f5f3,-HwX2H8Z4hY$_$5,-HwX2H8Z4hY,13,L,-1,1,inner_train,-1.020959151,-1.009155086,-1.009155086,4,cfcompat_seed1114,-0.9632359147,0.009155086205,0.0367640853,-0.02760899909
5b5aa4c6b0f3a79b390d328edc6cfa45867430c3b57484e5b1f177da84608dac,-HwX2H8Z4hY$_$5,-HwX2H8Z4hY,13,LA,-1,1,inner_train,-1.027980876,-1.010167708,-1.010167708,4,cfcompat_seed1114,-0.9591095448,0.01016770836,0.0408904552,-0.03072274684
25691ef4f0728a535dc5c40bc28b8c91acb59ec8fdd0ef7aaa13a4a13a392d4c,-HwX2H8Z4hY$_$5,-HwX2H8Z4hY,13,LAV,-1,1,inner_train,-1.045266402,-1.027427054,-1.027427054,4,cfcompat_seed1114,-1.012992144,0.02742705399,0.012992144,0.01443490999
