meta_row_id,sample_id,video_id,train_index,mode,label,expert_fold,role,equal_average,per_mode_constrained_fixed_stacking,strong_static,oracle_expert_index,oracle_expert_id,oracle_prediction,strong_static_absolute_error,oracle_absolute_error,oracle_gain
dcb4579582b9a73a45fd295172af27b6ea1d0062ae41e49af041472e336b6903,-3g5yACwYnA$_$10,-3g5yACwYnA,0,L,1,0,outer_evaluation,0.5865476489,0.5775580068,0.5775580068,4,cfcompat_seed1114,0.7648508549,0.4224419932,0.2351491451,0.1872928481
595078a630dd86f928511cad3f1f3e83fd74a5b9abb161bb6fb5d6904617d08d,-3g5yACwYnA$_$10,-3g5yACwYnA,0,LA,1,0,outer_evaluation,0.5794560254,0.5732467025,0.5732467025,4,cfcompat_seed1114,0.7692653537,0.4267532975,0.2307346463,0.1960186512
a8cc3602bc8ff8e511694e124ae3c841d520725e802123a6aee71e4d1ab2fbb6,-3g5yACwYnA$_$10,-3g5yACwYnA,0,LAV,1,0,outer_evaluation,0.5946628034,0.6002066078,0.6002066078,4,cfcompat_seed1114,0.7941527367,0.3997933922,0.2058472633,0.1939461289
42f5971506f4bc170f212a55738b03a2667bad227b7b918e707cb80fcb99b604,-3g5yACwYnA$_$10,-3g5yACwYnA,0,LV,1,0,outer_evaluation,0.5997921228,0.6003157894,0.6003157894,4,cfcompat_seed1114,0.7838433981,0.3996842106,0.2161566019,0.1835276087
66578117301702b14b792a3b8d93d3c772198d924f52539c0ccbf9affe1fd655,-3g5yACwYnA$_$13,-3g5yACwYnA,1,L,0.6666666865,0,outer_evaluation,0.7737608432,0.7611952354,0.7611952354,3,cfcompat_seed1111,0.7043636441,0.09452854885,0.0376969576,0.05683159125
2890dc747a89bf824a9b204f46463e7588aa6ec6ef638b7fcd06c3476e227ab4,-3g5yACwYnA$_$13,-3g5yACwYnA,1,LA,0.6666666865,0,outer_evaluation,0.7723794639,0.7613342335,0.7613342335,3,cfcompat_seed1111,0.704266727,0.094667547,0.0376000405,0.0570675065
4fdf21406f9199176795377bd032ddf2aacdfdb553c1623d363b074a848011da,-3g5yACwYnA$_$13,-3g5yACwYnA,1,LAV,0.6666666865,0,outer_evaluation,0.7654125572,0.7656587607,0.7656587607,3,cfcompat_seed1111,0.6975502968,0.09899207423,0.0308836103,0.06810846393
a4be6d7c8c80dce685b95f5af805959bab4e1b917ee635d5c1eef5c5eaca64a4,-3g5yACwYnA$_$13,-3g5yACwYnA,1,LV,0.6666666865,0,outer_evaluation,0.7645228267,0.771548466,0.771548466,3,cfcompat_seed1111,0.6991556883,0.1048817795,0.0324890018,0.07239277774
54d2cbfb67e3caa1e7be6004328768291b0f2c12a6ba8e51ad96afa29a3fa205,-3g5yACwYnA$_$3,-3g5yACwYnA,2,L,0,0,outer_evaluation,0.09609771966,0.07071328718,0.07071328718,2,moddrop_seed1114,-0.034762308,0.07071328718,0.034762308,0.03595097918
d6c0c06eb5a2168a1206dbf1d4bd454e81f00d55aa80c18f918584d74c3413f9,-3g5yACwYnA$_$3,-3g5yACwYnA,2,LA,0,0,outer_evaluation,0.09051613956,0.06022690825,0.06022690825,2,moddrop_seed1114,-0.04923193902,0.06022690825,0.04923193902,0.01099496923
fb30bd45390ca6214882f8cccf554858364735cef58416c30d7ff958cd8d4f14,-3g5yACwYnA$_$3,-3g5yACwYnA,2,LAV,0,0,outer_evaluation,0.07812714576,0.05439157652,0.05439157652,2,moddrop_seed1114,-0.08641989529,0.05439157652,0.08641989529,-0.03202831877
