split	video_id	clip_count	label_mean	label_std	label_min	label_max
train	-3g5yACwYnA	6	0.5555555820465088	0.4157397150993347	0.0	1.0
train	-3nNcZdcdvU	3	0.4444444477558136	0.4157397150993347	0.0	1.0
train	-HwX2H8Z4hY	10	-0.46666663885116577	0.8192136883735657	-2.0	0.6666666865348816
train	-NFrJFQijFE	4	0.1666666716337204	0.1666666716337204	0.0	0.3333333432674408
train	-THoVjtIkeU	8	1.5416667461395264	0.8650224804878235	-0.3333333432674408	2.6666667461395264
train	-UuX1xuaiiE	10	1.0000001192092896	1.1352925300598145	-1.3333333730697632	2.6666667461395264
train	-WXXTNIJcVM	5	1.5999999046325684	0.6798692345619202	0.3333333432674408	2.3333332538604736
train	-ZgjBOA1Yhw	6	-0.1111111044883728	0.36851388216018677	-0.6666666865348816	0.3333333432674408
train	-a55Q6RWvTA	1	0.6666666865348816	0.0	0.6666666865348816	0.6666666865348816
train	-aNfi7CP8vM	2	0.0	0.0	0.0	0.0
train	-aqamKhZ1Ec	3	-1.0	0.7200822830200195	-2.0	-0.3333333432674408
train	-dxfTGcXJoc	8	1.25	0.4639803469181061	0.6666666865348816	2.0
train	-egA8-b7-3M	17	0.5882353186607361	0.47868847846984863	0.0	1.6666666269302368
train	-iRBcNs9oI8	10	0.8666666150093079	0.6359595060348511	0.0	2.0
train	-lqc32Zpr7M	4	-0.25	0.4330127239227295	-0.6666666865348816	0.3333333432674408
train	-lzEya4AM_4	5	-0.13333334028720856	0.45215535163879395	-0.6666666865348816	0.6666666865348816
train	-mJ2ud6oKI8	9	0.14814814925193787	0.4475201964378357	-0.3333333432674408	1.3333333730697632
train	-mqbVkbCndg	3	0.1111111119389534	0.15713484585285187	0.0	0.3333333432674408
train	-t217m2on-s	2	0.0	0.6666666865348816	-0.6666666865348816	0.6666666865348816
train	-tANM6ETl_M	3	0.0	0.4714045226573944	-0.6666666865348816	0.3333333432674408
train	-tPCytz4rww	6	0.0	0.0	0.0	0.0
train	-vxjVxOeScU	3	1.0	0.27216553688049316	0.6666666865348816	1.3333333730697632
train	-wMB_hJL-3o	4	0.8333333730697632	0.3726780116558075	0.3333333432674408	1.3333333730697632
train	-wny0OAz3g8	9	0.07407408207654953	0.6241592168807983	-1.3333333730697632	1.0
train	03X1FwF6udc	7	0.3333333134651184	0.2519763112068176	0.0	0.6666666865348816
train	07Z16yRBFUQ	3	0.2222222238779068	0.31426969170570374	0.0	0.6666666865348816
train	08d4NTXkSxw	4	0.0833333358168602	0.14433757960796356	0.0	0.3333333432674408
train	0AA-wmk8WdA	2	0.6666666865348816	0.3333333134651184	0.3333333432674408	1.0
train	0AkGtPzl7D8	1	0.6666666865348816	0.0	0.6666666865348816	0.6666666865348816
train	0BVed2nBq1g	7	0.0	0.4714045524597168	-0.6666666865348816	0.6666666865348816
train	0DBfvvIVmqY	11	0.8484848141670227	0.5922672748565674	0.3333333432674408	2.3333332538604736
train	0EAAfLCQabY	3	-0.5555555820465088	0.15713484585285187	-0.6666666865348816	-0.3333333432674408
train	0EphpADwdPg	6	0.6666666865348816	0.5443310141563416	0.0	1.6666666269302368
train	0FA32bEZ6xI	29	0.14942528307437897	0.31055760383605957	-0.6666666865348816	1.0
train	0JuRmhhgMw8	8	0.5	0.4714045524597168	0.0	1.3333333730697632
train	0OC3wf9x3zQ	11	0.4545454680919647	0.5907148122787476	0.0	1.6666666269302368
train	0OXeN3MhFeA	7	0.6666666269302368	0.5634361505508423	-0.3333333432674408	1.6666666269302368
train	0SfejBuLgFo	8	-1.1175870895385742e-08	0.6666666865348816	-0.6666666865348816	1.6666666269302368
train	0Svu5BldR5A	2	0.8333333134651184	0.8333333134651184	0.0	1.6666666269302368
train	0W4WsjhDgUI	1	0.0	0.0	0.0	0.0
train	0WIwQgH4lKg	6	1.0555554628372192	0.7556372284889221	0.0	2.0
train	0Xs8wJrAmxs	4	-0.5833333134651184	0.7216877937316895	-1.6666666269302368	0.3333333432674408
train	0YdYFtVdlWE	22	0.21212120354175568	0.5821021795272827	-0.6666666865348816	2.0
train	0bsTzavb-AE	4	0.3333333432674408	0.2357022762298584	0.0	0.6666666865348816
train	0cBmQ_ItVUc	11	0.1818181872367859	1.2256817817687988	-2.0	2.0
train	0hCOCt6fWas	6	0.1666666716337204	0.2545875310897827	0.0	0.6666666865348816
train	0hCihQ5Kep0	3	1.3333333730697632	0.471404492855072	0.6666666865348816	1.6666666269302368
train	0jtdrsmVzYQ	2	-0.1666666716337204	0.1666666716337204	-0.3333333432674408	0.0
train	0mXv97u2OCM	2	0.1666666716337204	0.1666666716337204	0.0	0.3333333432674408
train	0nJrksJ7azM	6	1.111111044883728	0.5983516573905945	0.0	1.6666666269302368
train	0p9XKC_J3hU	1	0.3333333432674408	0.0	0.3333333432674408	0.3333333432674408
train	0r8KVXUCV6c	4	-1.1666666269302368	0.8975275158882141	-2.0	0.3333333432674408
train	0rE8jEvQW_I	9	1.5555554628372192	0.6849348545074463	0.3333333432674408	2.3333332538604736
train	0tkWa2skSmA	2	0.0	0.0	0.0	0.0
train	0vXaXWx7Rvo	6	0.944444477558136	0.8480187654495239	0.0	2.6666667461395264
train	0zl_GDVzykw	2	-0.3333333432674408	0.0	-0.3333333432674408	-0.3333333432674408
train	100499	7	-0.8571428656578064	0.8702698349952698	-2.0	0.3333333432674408
train	101851	21	-0.4444444179534912	0.8441101908683777	-2.0	1.0
train	102168	5	0.06666667014360428	0.13333334028720856	0.0	0.3333333432674408
train	102184	14	-1.1904762983322144	1.2892367839813232	-2.6666667461395264	1.0
train	10223	10	-0.46666663885116577	0.6531972885131836	-1.3333333730697632	0.6666666865348816
train	106077	15	-0.555555522441864	1.0012338161468506	-2.0	1.6666666269302368
train	106514	18	-0.8888888955116272	1.0943175554275513	-2.6666667461395264	1.3333333730697632
train	106941	13	-0.9230769276618958	0.7413759827613831	-2.0	0.3333333432674408
train	107551	15	-0.9777777194976807	0.7931808233261108	-2.3333332538604736	0.3333333432674408
train	108793	19	0.2982456088066101	1.075482964515686	-1.6666666269302368	2.3333332538604736
train	110203	10	-0.966666579246521	0.8359957337379456	-2.0	0.3333333432674408
train	110754	12	-0.5277777314186096	0.9275448322296143	-2.3333332538604736	0.6666666865348816
train	110766	10	2.3841858265427618e-08	1.2736648321151733	-2.3333332538604736	1.6666666269302368
train	110788	7	-0.4761904776096344	1.0367400646209717	-3.0	0.0
train	112148	14	-0.5476190447807312	0.7726182341575623	-1.6666666269302368	1.0
train	112169	14	-0.9999999403953552	1.1126972436904907	-2.6666667461395264	0.6666666865348816
train	112223	12	-0.7499999403953552	1.1794930696487427	-2.6666667461395264	1.0
train	112604	5	0.06666667759418488	0.7423686385154724	-1.3333333730697632	0.6666666865348816
train	112631	10	-0.2666666507720947	0.9752492904663086	-2.0	1.0
train	112903	7	-0.6190475821495056	1.5163507461547852	-2.6666667461395264	1.6666666269302368
train	113265	10	-2.0999999046325684	0.4725815951824188	-2.6666667461395264	-1.0
train	114624	14	-0.4761904776096344	0.6867716908454895	-1.6666666269302368	0.3333333432674408
train	11650	25	-0.8533333539962769	0.9431861042976379	-2.3333332538604736	0.6666666865348816
train	119348	13	-0.7179487943649292	1.0029542446136475	-2.3333332538604736	1.0
train	120vnZnmhq4	1	1.6666666269302368	0.0	1.6666666269302368	1.6666666269302368
train	121358	23	0.3188405930995941	0.7387041449546814	-1.3333333730697632	2.0
train	122439	10	0.4333333373069763	0.49553564190864563	0.0	1.6666666269302368
train	122602	19	-0.5614034533500671	1.2934954166412354	-2.6666667461395264	2.0
train	122842	13	0.9487180113792419	0.9593992829322815	0.0	3.0
train	125708	1	0.0	0.0	0.0	0.0
train	125730	16	0.6041666865348816	1.0356073379516602	-1.0	2.6666667461395264
train	125845	11	0.45454540848731995	0.8198635578155518	-1.3333333730697632	1.6666666269302368
train	125895	10	1.2666666507720947	0.9637888073921204	0.0	2.6666667461395264
train	126542	18	-0.9629629850387573	0.8670147657394409	-2.3333332538604736	0.6666666865348816
train	126831	18	-1.4814814329147339	0.9177415370941162	-3.0	0.3333333432674408
train	127470	13	-0.692307710647583	0.6597272157669067	-2.0	0.0
train	127539	10	-0.7000000476837158	0.887568473815918	-2.0	1.0
train	12812	7	1.7619047164916992	0.8302664756774902	0.0	2.6666667461395264
train	128258	15	-0.9111111164093018	1.5984560251235962	-2.6666667461395264	2.0
train	128752	17	-0.5490196347236633	0.75788813829422	-2.0	0.6666666865348816
train	128949	9	-0.40740740299224854	1.1944085359573364	-1.6666666269302368	2.3333332538604736
train	129733	12	-0.9444444179534912	0.9606453776359558	-2.0	0.6666666865348816
train	130149	7	-0.3809523582458496	0.9499970078468323	-1.6666666269302368	1.3333333730697632
train	130426	9	-1.4444445371627808	1.1439589262008667	-2.3333332538604736	1.6666666269302368
train	130448	10	-0.4000000059604645	1.2364823818206787	-2.3333332538604736	1.6666666269302368
train	130633	11	1.121212124824524	1.1999387741088867	0.0	3.0
train	131650	11	-0.7272727489471436	1.55581796169281	-3.0	1.6666666269302368
train	131871	9	-0.4444444477558136	0.8314794301986694	-2.0	0.0
train	131936	8	-0.4166666865348816	0.7216877937316895	-1.3333333730697632	0.6666666865348816
train	134252	10	-0.800000011920929	0.9910712838172913	-2.3333332538604736	0.3333333432674408
train	136205	16	-0.5416666865348816	0.6757197976112366	-1.6666666269302368	1.0
train	136211	8	1.25	1.0240172147750854	-0.6666666865348816	2.6666667461395264
train	136215	15	0.15555553138256073	0.9338623285293579	-2.0	2.0
train	137827	7	-1.1904761791229248	1.3669238090515137	-2.6666667461395264	1.3333333730697632
train	139006	13	-0.5128204822540283	1.1592466831207275	-2.6666667461395264	0.6666666865348816
train	139032	18	-1.7037036418914795	0.74443519115448	-2.6666667461395264	0.3333333432674408
train	13JpsLvddoY	4	1.4166666269302368	0.6400954723358154	0.3333333432674408	2.0
train	140293	8	-0.125	1.0532686710357666	-1.6666666269302368	1.0
train	140317	13	-0.07692307233810425	0.5254846811294556	-1.6666666269302368	0.6666666865348816
train	154449	14	-1.4285714626312256	1.1780301332473755	-3.0	0.3333333432674408
train	15837	14	0.8333333134651184	1.5	-2.0	3.0
train	15Wu4U2VPLw	8	0.0833333358168602	0.14433756470680237	0.0	0.3333333432674408
train	15ktF-6wutk	7	0.6190476417541504	0.4856208860874176	0.0	1.3333333730697632
train	180923	15	-0.3777777850627899	0.6977918744087219	-2.3333332538604736	0.0
train	184784	7	-0.1428571492433548	0.5870870351791382	-1.3333333730697632	0.3333333432674408
train	186631	13	1.0512819290161133	1.0446947813034058	-0.6666666865348816	3.0
train	188122	17	0.5098038911819458	0.9641796946525574	-1.3333333730697632	2.0
train	189966	26	-0.6794871687889099	1.014765977859497	-2.3333332538604736	1.3333333730697632
train	18JTkk8JbeU	5	0.0	0.5577733516693115	-1.0	0.6666666865348816
train	18QjfdhJEM4	19	-0.5789474248886108	1.173997402191162	-2.0	2.3333332538604736
train	190740	15	-1.2000000476837158	1.3097922801971436	-2.6666667461395264	1.6666666269302368
train	192799	18	-1.0370371341705322	1.1379474401474	-2.3333332538604736	1.0
train	193291	4	-0.9166666865348816	0.7949492931365967	-2.0	0.0
train	194625	19	-0.6666666865348816	1.4388104677200317	-2.6666667461395264	2.6666667461395264
train	197778	17	1.0392158031463623	1.2570446729660034	-1.0	3.0
train	19k6sEC7814	6	0.6111111044883728	0.12422600388526917	0.3333333432674408	0.6666666865348816
train	1A-aRhYx-GQ	17	1.0	0.775439977645874	-0.3333333432674408	2.3333332538604736
train	1A7dqFxx8wU	7	0.2857142984867096	0.5172752737998962	-0.6666666865348816	1.0
train	1CjUHNYzW1E	6	1.5	0.4999999701976776	1.0	2.3333332538604736
train	1ESU5ONMMxs	12	-0.1111111044883728	0.4581228792667389	-1.0	0.6666666865348816
