batch	video_id	mode	sample_count	relative_pair_count	comparison	parameter_set	cosine	relative_gradient_norm	reference_gradient_norm	norm_ratio
0	-3g5yACwYnA	LA	4	4	relative_vs_supervised	final_predictor	0.41067233272189124	0.49090077716516933	0.34175631086582814	1.436405887930756
0	-3g5yACwYnA	LA	4	4	relative_vs_supervised	final_fusion_projection	0.7072997870108403	0.1738077637330408	0.07394552886245799	2.3504837467094335
0	-3g5yACwYnA	LA	4	4	relative_vs_supervised	shared_encoder	0.6865369633548632	0.1000600465788757	0.03573346520609707	2.8001775367087216
0	-3g5yACwYnA	LA	4	4	relative_vs_supervised	all_trainable_parameters	0.830890115917883	2.0385129593129805	0.949133819729832	2.1477613766763013
0	-3g5yACwYnA	LA	4	4	relative_vs_uniform_kd	final_predictor	-0.8332609321238563	0.49090077716516933	0.23355108967609087	2.101898894353238
0	-3g5yACwYnA	LA	4	4	relative_vs_uniform_kd	final_fusion_projection	-0.9363493617968272	0.1738077637330408	0.07570124486001212	2.2959696905176226
0	-3g5yACwYnA	LA	4	4	relative_vs_uniform_kd	shared_encoder	-0.8341784537725694	0.1000600465788757	0.042401058211311383	2.3598478622918555
0	-3g5yACwYnA	LA	4	4	relative_vs_uniform_kd	all_trainable_parameters	-0.7187566751070519	2.0385129593129805	0.931048827816967	2.189480184506207
0	-3g5yACwYnA	LA	4	4	relative_vs_cfcompat_kd	final_predictor	-0.3431374764925822	0.49090077716516933	0.4946579253881054	0.9924045526613402
0	-3g5yACwYnA	LA	4	4	relative_vs_cfcompat_kd	final_fusion_projection	-0.6406734028594273	0.1738077637330408	0.1006442706888415	1.7269513956775184
0	-3g5yACwYnA	LA	4	4	relative_vs_cfcompat_kd	shared_encoder	-0.694380192449561	0.1000600465788757	0.06050870946566571	1.6536470115207547
0	-3g5yACwYnA	LA	4	4	relative_vs_cfcompat_kd	all_trainable_parameters	-0.4443865660183146	2.0385129593129805	1.0193506459992228	1.9998152424916742
1	-3nNcZdcdvU	LV	2	1	relative_vs_supervised	final_predictor	0.20572872616716475	0.5586583372770226	1.120971721643769	0.4983696970141388
1	-3nNcZdcdvU	LV	2	1	relative_vs_supervised	final_fusion_projection	0.18506534080975148	0.13480494678861285	0.1978580479159707	0.6813215242367286
1	-3nNcZdcdvU	LV	2	1	relative_vs_supervised	shared_encoder	0.24568416661422682	0.13017819971771072	0.13372735600882962	0.9734597587431209
1	-3nNcZdcdvU	LV	2	1	relative_vs_supervised	all_trainable_parameters	0.45924186451817867	1.7369667325951408	1.5876955627268323	1.0940175014484128
1	-3nNcZdcdvU	LV	2	1	relative_vs_uniform_kd	final_predictor	0.5166780066896561	0.5586583372770226	0.8485025715012657	0.6584050019890709
1	-3nNcZdcdvU	LV	2	1	relative_vs_uniform_kd	final_fusion_projection	0.5862607254854866	0.13480494678861285	0.15894608926857193	0.8481174177291794
1	-3nNcZdcdvU	LV	2	1	relative_vs_uniform_kd	shared_encoder	0.7171086297590242	0.13017819971771072	0.12317040920166662	1.0568950818744969
1	-3nNcZdcdvU	LV	2	1	relative_vs_uniform_kd	all_trainable_parameters	0.8264615321386947	1.7369667325951408	1.6589890454926501	1.0470031356230773
1	-3nNcZdcdvU	LV	2	1	relative_vs_cfcompat_kd	final_predictor	0.6417217138426898	0.5586583372770226	0.6039880461468522	0.9249493277904904
1	-3nNcZdcdvU	LV	2	1	relative_vs_cfcompat_kd	final_fusion_projection	0.7212416255612328	0.13480494678861285	0.1185320645596561	1.1372867526555799
1	-3nNcZdcdvU	LV	2	1	relative_vs_cfcompat_kd	shared_encoder	0.8301395052476751	0.13017819971771072	0.09817411859811437	1.3259930578099537
1	-3nNcZdcdvU	LV	2	1	relative_vs_cfcompat_kd	all_trainable_parameters	0.8972428104660369	1.7369667325951408	1.3488054678300663	1.2877815029839264
2	-HwX2H8Z4hY	L	10	22	relative_vs_supervised	final_predictor	0.10202301105479498	0.5595310783695583	1.2080504293102081	0.46316864329003904
2	-HwX2H8Z4hY	L	10	22	relative_vs_supervised	final_fusion_projection	-0.014139287329406421	0.1416550452755088	0.19562076205937387	0.7241309346934981
2	-HwX2H8Z4hY	L	10	22	relative_vs_supervised	shared_encoder	-0.07198777805165231	0.07623980623234726	0.09913384053913639	0.769059342578875
2	-HwX2H8Z4hY	L	10	22	relative_vs_supervised	all_trainable_parameters	0.7772768174853203	4.785128566853075	2.396961537318089	1.9963309766776889
2	-HwX2H8Z4hY	L	10	22	relative_vs_uniform_kd	final_predictor	0.6254810741416348	0.5595310783695583	0.9264943060921106	0.6039228462499915
2	-HwX2H8Z4hY	L	10	22	relative_vs_uniform_kd	final_fusion_projection	0.5757793414945368	0.1416550452755088	0.22153294686363476	0.6394310520443939
2	-HwX2H8Z4hY	L	10	22	relative_vs_uniform_kd	shared_encoder	0.3995296292442234	0.07623980623234726	0.07853364670744833	0.9707916215371224
2	-HwX2H8Z4hY	L	10	22	relative_vs_uniform_kd	all_trainable_parameters	0.35667338134960064	4.785128566853075	1.8657685908237436	2.5646956382411945
2	-HwX2H8Z4hY	L	10	22	relative_vs_cfcompat_kd	final_predictor	0.5952922926765989	0.5595310783695583	1.2007252691567096	0.4659942559237774
